Name,Location,Contact
AL-ANWAR GARMENTS,"Mumbai,  Maharashtra ",+91-022-23403710 
AJAY PROPERTIES,"Delhi,  Delhi ",+91-64601765 
AAGAM FABRICMIHIR CREATION,"Mumbai,  Maharashtra ",+91-9322284335 
AGGARWAL TRADING CO.,"Delhi,  Delhi ",+91-9212010430 
ADLABS JEANS,"Delhi,  Delhi ",+91-9873333198 
ADITYA READYMADE,"Mumbai,  Maharashtra ",+91-9820065564 
ADHUNIK DRESS LAND,"Delhi,  Delhi ",+91-9810447474 
ACTION GARMENTS,"Delhi,  Delhi ",+91-9311982909 
ABHAY FASHION,"Delhi,  Delhi ",+91-9313779928 
ANKIT TEXTILE MILLS,"Ahmedabad,  Gujarat ",+91-9879473704 
ZAVERI GARMENTS,"Mumbai,  Maharashtra ",+91-09920224881 
Z.F.R. GARMENTS,"Delhi,  Delhi ",+91-9818287722 
YOUNG CHOICE,"Siliguri,  West Bengal ",+91-9832067832 
YAS  V,"Ahmedabad,  Gujarat ",+91-9327606263 
WORLD WIN JINDAL BROTHERS,"Delhi,  Delhi ",+91-9810393805 
WEAVETTE FASHIONS PVT. LTD.,"Delhi,  Delhi ",+91-9810079970 
WANDERLAND,"Siliguri,  West Bengal ",+91-9832352883 
WADHWA GARMENTS,"Delhi,  Delhi ",+91-9953631545 
VRINDA,"Delhi,  Delhi ",+91-011-47042430 
VISHNU GIRLS WEAR,"Delhi,  Delhi ",+91-9311316821 
VIJAY TRADING COMPANY,"Delhi,  Delhi ",+91-9811035127 
VARDHMAN FABRICS,"Delhi,  Delhi ",+91-9871177522 
VARDHAMAN COLLECTIONS,"Nashik,  Maharashtra ",+91-9822090980 
VANDAN SHREE FASHION,"Surat,  Gujarat ",+91-9898044211 
VAIBHAV LAXMI ENTERPRISE,"Ahmedabad,  Gujarat ",+91-9925189593 
V.V. JEANS COMPANY ®,"Delhi,  Delhi ",+91-9810432748 
V.S. INTERNATIONAL,"Delhi,  Delhi ",+91-9811888682 
UPHAR PACKING CREATION,"Ghaziabad,  Uttar Pradesh ",+91-9818875753 
UMESH GARMENTS,"Delhi,  Delhi ",+91-9971567190 
UMANG FASHION,"Ahmedabad,  Gujarat ",+91-9879530700 
U.M. MOOL CHAND INDIA EMPORIUM,"Delhi,  Delhi ",+91-011-24641700 
TREHAN HOSIERY,"Delhi,  Delhi ",+91-9811697777 
TOPS FASHION,"Ahmedabad,  Gujarat ",+91-9909424699 
TOP COLLECTION,"Delhi,  Delhi ",+91-9312253227 
THE THEME APPARELS,"Ahmedabad,  Gujarat ",+91-9429064004 
THE FASHION BOUTIQUE,"Bangalore,  Karnataka ",+91-9448832746 
T-FIVE CREATIVE SHIRT,"Ahmedabad,  Gujarat ",+91-9924333313 
TANISHQ FASHION,"Delhi,  Delhi ",+91-9213979758 
TANIA'S COLLECTION,"Siliguri,  West Bengal ",+91-0353-2435167 
SWEETY TRADERS,"Delhi,  Delhi ",+91-9350102173 
SWASTIKA INTERNATIONAL,"Delhi,  Delhi ",+91-9811031000 
SURPRISE,"Mumbai,  Maharashtra ",+91-9892199899 
SUNDA TRADING CO.,"Ahmedabad,  Gujarat ",+91-9426356303 
SUNDA & CO.,"Ahmedabad,  Gujarat ",+91-9925900113 
SUN APPARELS,"Mumbai,  Maharashtra ",+91-9594027333 
STYLE INDIA,"Delhi,  Delhi ",+91-9899497070 
SSIPL RETAIL LTD.,"Delhi,  Delhi ",+91-9312806302 
 SONU GARMENTS,"Delhi,  Delhi ",+91-9810488950 
SONA GARMENTS,"Delhi,  Delhi ",+91-9810358355 
SMIT APPRELS,"Ahmedabad,  Gujarat ",+91-9924369639 
SINGHAL INDUSTRIES,"Delhi,  Delhi ",+91-9310780033 
SIMRAN  FASHIONS PVT. LTD.,"Delhi,  Delhi ",+91-011-29836755 
 SIMRAN FAB,"Delhi,  Delhi ",+91-9818167171 
SHUBHANKARI  BIZ GENTS,"Delhi,  Delhi ",+91-9212329453 
SHRI PINGAL GARMENTS,"Delhi,  Delhi ",+91-9981525550 
SHREEJI,"Mumbai,  Maharashtra ",+91-9821338602 
SHREE VALLABH CREATIONS PVT. LTD.,"Surat,  Gujarat ",+91-9825611556 
SHREE VACHAN GARMENTS ( KARNAL ZONE ),"Ahmedabad,  Gujarat ",+91-9426350576 
 SHREE SAI CREATION,"Ahmedabad,  Gujarat ",+91-09328866688 
SHREE NAVKAR APPARELS,"Ahmedabad,  Gujarat ",+91-9925119566 
SHREE GANESH EMPORIUM,"Delhi,  Delhi ",+91-9810250379 
SHREE GAJANAN CLOTH CENTRE,"Pune,  Maharashtra ",+91-020-24493691 
SHREE CHAMUNDA FASHION	,"Ahmedabad,  Gujarat ",+91-9427031879 
SHREE BHAGYA LAXMI GARMENTS,"Ahmedabad,  Gujarat ",+91-9825628157 
 SHIVALAY FAB,"Delhi,  Delhi ",+91-9811400455 
SHIRT JUNCTION,"Ahmedabad,  Gujarat ",+91-9374701017 
SHILPA GARMENTS,"Ahmedabad,  Gujarat ",+91-9227205785 
SHARRU GARMENTS,"Delhi,  Delhi ",+91-29840593 
SHALIBHADRA TRADERS ( Leevee Juniors),"Ahmedabad,  Gujarat ",+91-9924472104 
SHABAD COLLECTION,"Delhi,  Delhi ",+91-9718000432 
SAUBHATYA COLLECTION,"Delhi,  Delhi ",+91-9899002017 
SATYAM GARMENTS,"Delhi,  Delhi ",+91-9311102551 
SATNAM APPARELS  -  FIRETRAP CLOTHING CO.,"Ahmedabad,  Gujarat ",+91-9924123123 
SARV PRIYA FASHIONS,"Delhi,  Delhi ",+91-9824151939 
SARAN SINGH & SONS,"Delhi,  Delhi ",+91-9210032013 
SALONI,"Siliguri,  West Bengal ",+91-9933889874 
SAKSHI TEXTILE,"Delhi,  Delhi ",+91-9717743308 
SAINATH GARMENTS,"Ahmedabad,  Gujarat ",+91-9925120721 
SAI SMIT CREATION,"Mumbai,  Maharashtra ",+91-9867407715 
SAI LILA CREATION,"Surat,  Gujarat ",+91-9825823823 
NAVKAR APPARELS,"Ahmedabad,  Gujarat ",+91-9426389061 
NAVEEN COLLECTION,"Delhi,  Delhi ",+91-9810756853 
NATIONAL DRESSES,"Delhi,  Delhi ",+91- 9810985051 
N.R.S. JEANS,"Delhi,  Delhi ",+91-9810355475 
N.D.M. GARMENTS,"Delhi,  Delhi ",+91-011-22073731 
MY KHUSHI JEANS,"Delhi,  Delhi ",+91-9899096009 
MUDPIE,"Kolkata,  West Bengal ",+91-033-22527746 
MOON STAR GARMENTS,"Delhi,  Delhi ",+91-9871224998 
MOHINI GARMENTS,"Delhi,  Delhi ",+91-9818068311 
MODERN GARMENTS,"Delhi,  Delhi ",+91-9278287515 
MOD FASHION,"Delhi,  Delhi ",+91-011-23328539 
MICRO GENTS WEAR,"Bangalore,  Karnataka ",+91-9449963562 
MEGA EXPORTS,"Bangalore,  Karnataka ",+91-9740784820 
MANMANDIR READYMADE,"Pune,  Maharashtra ",+91-9922007622 
MALLIKA CRAFTS,"Delhi,  Delhi ",+91-011-23316133 
MAHINDER SINGH CHHABRA & SONS,"Delhi,  Delhi ",+91-011-41620260 
MAHAMAYA TRADERS,"Delhi,  Delhi ",+91-9312211768 
MAHADEV TRADERS,"Ahmedabad,  Gujarat ",+91-09327353350 
MADHUR ENTERPRISES,"Delhi,  Delhi ",+91-011-22076667 
MADHUMATI GARMENTS,"Delhi,  Delhi ",+91-9891154748 
MADHUBAN GARMENTS,"Delhi,  Delhi ",+91-9810165340 
M/S. RAJ KUMAR & SONS (ROHTAK WALE),"Delhi,  Delhi ",+91-9253026400 
M/S. HUKMICHAND & GRANDSON,"Gurgaon,  Haryana ",+91-0124-4222177 
M/S J.B. (OSWAL) GARMENTS,"Delhi,  Delhi ",+91-9711111974 
 M/S GEE DEE SONS,"Delhi,  Delhi ",+91-9818240530 
M.S. JEANS,"Delhi,  Delhi ",+91-9810934865 
M.M. WEAR,"Delhi,  Delhi ",+91-9811432743 
M.M. LAL & SONS,"Delhi,  Delhi ",+91-9910628407 
M./S. R.R. DENIM CLUB,"Bangalore,  Karnataka ",+91-9449252033 
LOVIKA TRADING COMPANY,"Delhi,  Delhi ",+91-9999437498 
LOUIS PHILIPPE YOUNG,"Delhi,  Delhi ",+91-011-43583740 
LONDON FIT & FINE,"Delhi,  Delhi ",+91-9311437768 
LEE-CHEE EXTENSIOON,"Secunderabad,  Telangana ",+91-040-66380011 
KODE DESINGER LAB,"Delhi,  Delhi ",+91-9811619533 
KIDS GARMENTS,"Delhi,  Delhi ",+91-9868340905 
KHURANA GARMENTS,"Delhi,  Delhi ",+91-9818330539 
KATHURIA GARMENTS,"Delhi,  Delhi ",+91-011-22075187 
KARNIKA GARMENTS (B'CONCEPT JEANS),"Delhi,  Delhi ",+91-011-22081125 
KARAN NASIR,"Delhi,  Delhi ",+91-9810115631 
KAPOOR JI FASHION,"Delhi,  Delhi ",+91-9310413647 
KANCHAN FABRICS,"Pune,  Maharashtra ",+91-020-24456273 
KANAK CREATION,"Ahmedabad,  Gujarat ",+91-079-22164379 
KAMAL GARMENTS,"Ahmedabad,  Gujarat ",+91-09925065880 
K. LORDS CREATION,"Ahmedabad,  Gujarat ",+91-9998064905 
KALA MANDIR NX,"Ahmedabad,  Gujarat ",+91-9427048478 
JYOTI INTERNATIONAL,"Kolkata,  West Bengal ",+91-9051899995 
JINENDRA GARMENTS,"Delhi,  Delhi ",+91-9873153040 
JAYNA INDUSTRIES,"Delhi,  Delhi ",+91-9899262571 
JAY GARMENTS   ( R.L. Jajoo ),"Ahmedabad,  Gujarat ",+91-9375609579 
JASMINE FASHION,"Delhi,  Delhi ",+91-9810375755 
JAIN TEXTILES,"Ahmedabad,  Gujarat ",+91-9879030188 
JAGAT SINGH KWATRA & SONS,"Delhi,  Delhi ",+91-65351662 
J.P. JAIN PANT CENTRE,"Delhi,  Delhi ",+91-9810109838 
J.M. CREATION,"Mumbai,  Maharashtra ",+91-0251-2210374 
J.M. COLLECTION,"Delhi,  Delhi ",+91-9810740306 
J.K. COLLECTION,"Delhi,  Delhi ",+91-9891392870 
INNER CIRCLE,"Delhi,  Delhi ",+91-011-66628676 
IMPRESS JEANS (AMAN GARMENTS),"Delhi,  Delhi ",+91-9811076326 
HY  FASHION,"Delhi,  Delhi ",+91-9810423033 
HONESTY GARMENTS,"Delhi,  Delhi ",+91-9971030316 
HASTKALA HERITAGE,"Pune,  Maharashtra ",+91-020-24483569 
HARIOM FASHION,"Ahmedabad,  Gujarat ",+91-9328671013 
HARDY JEANS  (Royal Fashion Lab),"Ahmedabad,  Gujarat ",+91-9898986929 
HAPPENING,"Delhi,  Delhi ",+91-9873333728 
HANSRAJ,"Delhi,  Delhi ",+91-9810041226 
GV APPARELS PVT. LTD.,"Delhi,  Delhi ",+91-9811115275 
GURPREET EXPORTS & IMPORTERS,"Delhi,  Delhi ",+91-9910709373 
GUPTA KHADI & HANDLOOMS,"Bangalore,  Karnataka ",+91-9845671515 
GUPTA JEANS,"Delhi,  Delhi ",+91-9212711141 
GOLDEN GARMENT,"Mumbai,  Maharashtra ",+91-9820334252 
GOLDEN OVERSEAS,"Delhi,  Delhi ",+91-9811056755 
GLAMOUR FABRICS,"Mumbai,  Maharashtra ",+91-22843420 
GARMENT HOUSE,"Bangalore,  Karnataka ",+91-080-22873569 
GEE DEE FASHION,"Delhi,  Delhi ",+91-9871809070 
 GARMENT DIVISION,"Delhi,  Delhi ",+91-9810147979 
GARG GARMENTS PVT. LTD.,"Delhi,  Delhi ",+91-9811457070 
GARG FABRICO,"Delhi,  Delhi ",+91-9818243104 
FOREVER (FOR GENERATION),"Mumbai,  Maharashtra ",+91-9619604001 
FLEX JEANS,"Delhi,  Delhi ",+91-9350042150 
FASHION GARMENTS,"Pune,  Maharashtra ",+91-020-24452486 
FASHION AVENUE,"Pune,  Maharashtra ",+91-020-24459676 
 EXPRESSIONS THE DESIGNER COLLECTION,"Delhi,  Delhi ",+91-9810375755 
EMPIRE COLLECTION,"Tinsukia,  Assam ",+91-0374-2338144 
EMKAY SETHIA FASHION FABRICS,"Ahmedabad,  Gujarat ",+91-9227208800 
DONER JEANS,"Delhi,  Delhi ",+91-011-41797859 
DIVYA APPARELS,"Ahmedabad,  Gujarat ",+91-079-25502741 
DIAMONDS APPAREL,"Delhi,  Delhi ",+91-011-22071157 
DHEERAJ GARMENTS,"Delhi,  Delhi ",+91-9818387661 
DEV KUMAR ASHOK KUMAR & CO.,"Delhi,  Delhi ",+91-9310136021 
 D.K. TRADERS,"Delhi,  Delhi ",+91-9999416868 
CHOICE MAN WEDDING MEN'S WEAR,"Delhi,  Delhi ",+91-9990090234 
CHOICE APPARELS,"Ahmedabad,  Gujarat ",+91-9723244715 
CARLO SHIRTS,"Delhi,  Delhi ",+91-9811501461 
CEEBRITY FASHIONRE-STRONG JEANS,"Delhi,  Delhi ",+91-9810342626 
BULBUL GARMENTS,"Delhi,  Delhi ",+91-9910537081 
 BULBUL DRESSES,"Delhi,  Delhi ",+91-9810165927 
BITTOO JEANS,"Delhi,  Delhi ",+91-9212736625 
BIRA GARMENTS,"Delhi,  Delhi ",+91-9212720750 
BHUMI ENTERPRISE,"Ahmedabad,  Gujarat ",+91-9825259998 
BHAVANI GARMENTS,"Ahmedabad,  Gujarat ",+91-9427052723 
JANATA KHADI BHANDAR,"Pune,  Maharashtra ",+91-9822245664 
INFINITY APPARELS,"Delhi,  Delhi ",+91-9212613042 
JAG VALLABH ENTERPRISES,"Delhi,  Delhi ",+91-9810024066 
JAGDISH STORE,"Delhi,  Delhi ",+91-09810888919 
JINDAL BROTHERS,"Delhi,  Delhi ",+91-9810393805 
 J.M. Collection,"Delhi,  Delhi ",+91-no 
HI FASHION MEN'S,"Hyderabad,  Telangana ",+91-9849090444 
HARSHA ENTERPRISE,"Ahmedabad,  Gujarat ",+91-079-30248248 
GANGA OVERSEAS PVT. LTD.,"Tinsukia,  Assam ",+91-0374-9435257503 
HACKMAN ENTERPRISES,"Delhi,  Delhi ",+91-9350033555 
FIRST LADY,"Nashik,  Maharashtra ",+91-9850944199 
FASHION WORLD,"Delhi,  Delhi ",+91-9999096012 
FASHION FAIR,"Siliguri,  West Bengal ",+91-9832042370 
FASHION EMPORIUM,"Delhi,  Delhi ",+91-9899657996 
DOUBLE DIAMOND,"Delhi,  Delhi ",+91-9810009950 
DEE DEE CREATION,"Delhi,  Delhi ",+91-9873354399 
COUTONS INDIA,"Delhi,  Delhi ",+91-9310129777 
COTTON PLUS,"Delhi,  Delhi ",+91-9717375544 
C.SON’S CHHARIA,"Delhi,  Delhi ",+91-9810145200 
CABRIDGE READYMADES,"Mumbai,  Maharashtra ",+91-911-2207373 
CHANDAN CREATION,"Delhi,  Delhi ",+91-9810964881 
BOSS CLUB®,"Delhi,  Delhi ",+91-9810412453 
BISMA INTERNATIONAL JEANS,"Delhi,  Delhi ",+91-09213923751 
DELHI TRADERS,"Delhi,  Delhi ",+91-9899023957 
B. L. GAURAV & CO.,"Delhi,  Delhi ",+91-011-22070339 
BOMBAY SELECTIONS (PVT. LTD.),"Delhi,  Delhi ",+91-011-42502525 
BALAJEE TRADERS,"Delhi,  Delhi ",+91-9818444834 
ARL LADIES SHIRTS (B.B. FAB),"Delhi,  Delhi ",+91-9312626949 
APPU CREATIONS,"Delhi,  Delhi ",+91-9911667280 
B.S. Falwaria Clothing Co.,"Delhi,  Delhi ",+91-9899004151 
AASHAPURI GARMENTS,"Ahmedabad,  Gujarat ",+91-079-25500887 
SUNIL TRADING COMPANY,"Bangalore,  Karnataka ",+91-9448296272 
PIRATES OF GRILL,"Delhi,  Delhi ",+91-011-45034444 
WADHWA CANVAS STORE,"Delhi,  Delhi ",+91-9810036049 
AGGARWAL DRESSES,"Delhi,  Delhi ",+91-9891026444 
YOUNG COLLECTION,"Delhi,  Delhi ",+91-9810298879 
YORKERS,"Kolkata,  West Bengal ",+91-033-22522938 
WOW COLLECTION,"Mumbai,  Maharashtra ",+91-9821287631 
WORLD SAHAB,"Delhi,  Delhi ",+91-011-22072213 
VOLGA READYMADE GARMENTS,"Delhi,  Delhi ",+91-41725060 
VIPIN COLLECTIONS,"Delhi,  Delhi ",+91-9818777544 
VENUS COLLECTION,"Pune,  Maharashtra ",+91-020-24458236 
VARDHMAN GARMENTS,"Delhi,  Delhi ",+91-011-64503652 
VALLABH TEXTILES,"Delhi,  Delhi ",+91-9810262651 
UDAAYA FASHIONS,"Bangalore,  Karnataka ",+91-9449669376 
TIP TOP DRESSES,"Pune,  Maharashtra ",+91-020-24455711 
TINKU'S JEANS CO.,"Delhi,  Delhi ",+91-9818361696 
TEN WAVE JEANS,"Delhi,  Delhi ",+91-9818088128 
SUPER KIDS WEAR,"Ahmedabad,  Gujarat ",+91-9925515225 
SUBH LAXMI PRINTS PVT. LTD.,"Delhi,  Delhi ",+91-9810380535 
SPINNER JEANS NOMEE JEANS,"Delhi,  Delhi ",+91-9871117175 
SONI AGENCIES,"Ahmedabad,  Gujarat ",+91-9825607922 
SMILE ENTERPRISE,"Ahmedabad,  Gujarat ",+91-98254-48413 
SLIM GIRL,"Delhi,  Delhi ",+91-9999941111 
SKYLINE TRADELINKS,"Pune,  Maharashtra ",+91-9822448897 
SHUBHAM KIDS CORNER,"Pune,  Maharashtra ",+91-020-24454134 
SHREE NEELKANTH (OM),"Ahmedabad,  Gujarat ",+91-9274220990 
SHRI AADINATH GARMENTS,"Delhi,  Delhi ",+91-9953744445 
SHINGAAR EXCLUSIVE WEARS,"Delhi,  Delhi ",+91-9999737492 
SEEMA GARMENTS,"Delhi,  Delhi ",+91-9313119044 
SANSAR FASHION,"Delhi,  Delhi ",+91-9811693201 
SANJAY EXPORT CO.,"Delhi,  Delhi ",+91-9810036922 
S.S. SUPER JEANS,"Delhi,  Delhi ",+91-9810424015 
SSPIL RETAIL LTD.,"Delhi,  Delhi ",+91-9312806302 
S.N.S. GARMENTS,"Delhi,  Delhi ",+91-9810041226 
S.M. & SONS,"Delhi,  Delhi ",+91-9811021036 
S.KUMAR COLLECTION KASHMIR WALA,"Siliguri,  West Bengal ",+91-9233469601 
S. MUSKAAN,"Ahmedabad,  Gujarat ",+91-079-30269990 
RISHABH GARMENTS,"Delhi,  Delhi ",+91-9971675456 
RICHLOOK FASHION WORLD,"Delhi,  Delhi ",+91-011-25887688 
RAJU JACKET,"Delhi,  Delhi ",+91-9211434360 
RAJSHREE COLLECTIONS,"Bangalore,  Karnataka ",+91-9448002724 
R.C. JAIN HOSIERY,"Delhi,  Delhi ",+91-9899218193 
Q.S.S. ENTERPRISES (Zonic),"Delhi,  Delhi ",+91-9891504886 
PUNJABI TAILORS & DRAPERS,"Delhi,  Delhi ",+91-9015930472 
PUJA GARMENTS,"Delhi,  Delhi ",+91-9810260301 
PRUTONSZ CREATION,"Delhi,  Delhi ",+91-3299328 
PROVA TEXTILES,"Siliguri,  West Bengal ",+91-0353-2435796 
PRIYANKA FASHION,"Ahmedabad,  Gujarat ",+91-09377779832 
PRIYANKA APPARELS  MILANO FASHIONS,"Bangalore,  Karnataka ",+91-9342848977 
PREM CHAND BABU LAL,"Delhi,  Delhi ",+91-9313087691 
PRATIBHA ENTERPRISE,"Ahmedabad,  Gujarat ",+91-079-25502261 
PRATHMA CREATION,"Ahmedabad,  Gujarat ",+91-079-30248456 
PRATAP SONS,"Delhi,  Delhi ",+91-9810822294 
POONAM SELECTION,"Pune,  Maharashtra ",+91-9422310657 
POONAM GARMENTS,"Delhi,  Delhi ",+91-9810192872 
POONAM CREATIONS,"Delhi,  Delhi ",+91-011-43056000 
POOJA COLLECTION,"Pune,  Maharashtra ",+91-9850269946 
PARDEEP TRADERS,"Delhi,  Delhi ",+91-9811202720 
P.K. ® GARMENTS,"Delhi,  Delhi ",+91-9811035369 
P. JAYANTILAL BROS.,"Mumbai,  Maharashtra ",+91-982005329 
ORPORATION,"Delhi,  Delhi ",+91-9810029118 
NISHA GARMENTS,"Delhi,  Delhi ",+91-9891226229 
NICKY ENTERPRISE  R.S. ENTERPRISES,"Ahmedabad,  Gujarat ",+91-9825299118 
NEZONE AGENCIES PVT. LTD.,"Delhi,  Delhi ",+91-9717302507 
NEW SRI RAM GARMENTS,"Delhi,  Delhi ",+91-9310033700 
 NEW SAHIL JEANS,"Delhi,  Delhi ",+91-9811373249 
NEW GRAND BOX,"Delhi,  Delhi ",+91-011-29814821 
NEW DUA GARMENTS,"Delhi,  Delhi ",+91-9999934000 
NEERU FASHION,"Delhi,  Delhi ",+91-9310780033 
EVEREST9,"Delhi,  Delhi ",+91-7982677843 
EKASMAYE,"Delhi,  Delhi ",+91-9958855344 
EDIT JEANS,"Delhi,  Delhi ",+91-8376977810 
D-STYLE JEANS,"Delhi,  Delhi ",+91-9315326717 
BIG BULL RMB,"Delhi,  Delhi ",+91-9315774937 
ANNA DENIM,"Delhi,  Delhi ",+91-9871500123 
ABILITY JEANS CO.,"Delhi,  Delhi ",+91-9582763764 
SHIV OM SHAKTI GARMENTS,"Delhi,  Delhi ",+91-9999059778 
(EMKAY) JIRAWALA  TEXTILES PVT. LTD.,"Ahmedabad,  Gujarat ",+91-9375067555 
( EMKAY ) MAGRAJ KANTILAL  FAB PVT. LTD.,"Ahmedabad,  Gujarat ",+91-9328233997 
VAIBHAV TRADING CO.,"Mumbai,  Maharashtra ",+91-9820231871 
(SNT)  S.N. AMRATLAL & CO.  AMRUT TEXTILE CO.,"Mumbai,  Maharashtra ",+91-9892938080 
